200	70.7226	36.504
400	67.3957	23.3544
600	64.7151	59.3175
800	62.3628	135.289
1000	60.2308	24.2965
1200	58.2648	28.9612
1400	56.4321	13.2094
1600	54.7105	18.9817
1800	53.0837	31.438
2000	51.5395	24.7505
2200	50.0682	13.7745
2400	48.6619	84.3864
2600	47.3142	42.3149
2800	46.0196	6.74963
3000	44.7737	45.6176
3200	43.5726	17.9903
3400	42.413	9.82307
3600	41.292	29.5951
3800	40.2073	30.9672
4000	39.1566	6.22374
4200	38.138	11.0336
4400	37.1498	44.4414
4600	36.1905	11.0642
4800	35.2588	50.0141
5000	34.3535	53.3207
5200	33.4734	20.4769
5400	32.6175	36.4342
5600	31.785	31.4841
5800	30.9749	3.06827
6000	30.1865	198.331
6200	29.4191	4.44011
6400	28.6719	6.66739
6600	27.9443	6.33147
6800	27.2357	16.3449
7000	26.5455	11.8957
7200	25.8732	9.01213
7400	25.2182	9.91074
7600	24.5801	18.6187
7800	23.9584	245.784
8000	23.3526	15.7552
8200	22.7623	4.08292
8400	22.1871	5.45163
8600	21.6265	3.21989
8800	21.0802	12.471
9000	20.5478	11.9975
9200	20.0289	3.29204
9400	19.5231	1.25384
9600	19.0302	44.1194
9800	18.5498	0.810113
10000	18.0816	3.31776
10200	17.6252	4.09479
10400	17.1804	2.80283
10600	16.7468	0.733389
10800	16.3241	0.882008
11000	15.9122	0.373052
11200	15.5107	0.28756
11400	15.1193	0.576351
11600	14.7378	0.267924
11800	14.3659	24.495
12000	14.0034	0.667432
12200	13.6501	0.988904
12400	13.3057	2.82812
12600	12.97	12.1259
12800	12.6428	0.175597
13000	12.3238	0.275757
13200	12.0129	0.265792
13400	11.7098	0.203328
13600	11.4144	2.06714
13800	11.1264	0.26082
14000	10.8457	0.253651
14200	10.5721	221.291
14400	10.3054	0.446207
14600	10.0454	0.271641
14800	9.79196	0.17393
15000	9.54493	0.205337
15200	9.30413	0.968346
15400	9.0694	0.140356
15600	8.8406	0.126068
15800	8.61757	0.10011
16000	8.40017	0.154579
16200	8.18825	0.058252
16400	7.98168	1.88344
16600	7.78032	0.133909
16800	7.58404	0.113829
17000	7.39271	1.08678
17200	7.20621	0.174006
17400	7.02442	0.0779648
17600	6.84721	0.0574355
17800	6.67447	0.305367
18000	6.50609	0.148396
18200	6.34195	1.46304
18400	6.18196	0.0649725
18600	6.02601	0.11509
18800	5.87398	0.079505
19000	5.7258	1.51817
19200	5.58135	0.327462
19400	5.44055	0.112927
19600	5.30329	0.145349
19800	5.16951	0.0645398
20000	5.03909	0.771861
20200	4.91197	0.063565
20400	4.78805	0.169711
20600	4.66726	0.567244
20800	4.54952	0.774188
21000	4.43474	0.0672267
21200	4.32287	0.0710042
21400	4.21381	0.0315511
21600	4.10751	0.0286996
21800	4.00388	0.22142
