2	73.316	182
3	72.8652	307
4	72.4997	539
5	72.6151	708
6	72.5701	1126
7	72.5834	1427
8	72.5779	1833
9	72.5479	2234
10	72.6968	2864
11	72.6633	3301
12	72.6927	4031
13	72.6782	4444
14	72.6923	5306
15	72.6817	6139
16	72.7046	6849
17	72.7045	7698
18	72.7282	8916
19	72.7224	9513
20	72.7354	10683
21	72.7336	11688
22	72.7517	13038
23	72.755	14031
24	72.7568	15641
25	72.7553	16550
26	72.7667	18204
27	72.7584	19189
28	72.7749	20907
29	72.7676	22156
