100	-1.9251
200	-1.80093
300	-1.41334
400	-0.717362
500	0.144379
600	1.03987
700	1.94536
800	2.85065
900	3.74061
1000	4.61091
1100	5.45554
1200	6.27145
1300	7.057
1400	7.81084
1500	8.53304
1600	9.22357
1700	9.88313
1800	10.5124
1900	11.1124
2000	11.684
2100	12.2284
2200	12.7467
2300	13.2399
2400	13.7091
2500	14.1554
2600	14.5799
2700	14.9835
2800	15.3672
2900	15.7319
3000	16.0786
3100	16.4081
3200	16.7212
3300	17.0188
3400	17.3016
3500	17.5703
3600	17.8256
3700	18.0681
3800	18.2986
3900	18.5175
4000	18.7256
4100	18.9232
4200	19.1109
4300	19.2893
4400	19.4588
4500	19.6197
4600	19.7726
4700	19.9179
4800	20.0559
4900	20.187
5000	20.3116
5100	20.4299
5200	20.5422
5300	20.649
5400	20.7504
5500	20.8468
5600	20.9383
5700	21.0252
5800	21.1078
5900	21.1862
6000	21.2608
6100	21.3316
6200	21.3988
6300	21.4627
6400	21.5234
6500	21.581
6600	21.6358
6700	21.6878
6800	21.7372
6900	21.7841
7000	21.8287
7100	21.8711
7200	21.9113
7300	21.9496
7400	21.9859
7500	22.0204
7600	22.0531
7700	22.0842
7800	22.1138
7900	22.1419
8000	22.1686
8100	22.1939
8200	22.218
8300	22.2409
8400	22.2626
8500	22.2832
8600	22.3028
8700	22.3215
8800	22.3391
8900	22.356
9000	22.3719
9100	22.3871
9200	22.4015
9300	22.4152
9400	22.4282
9500	22.4405
9600	22.4523
9700	22.4634
9800	22.474
9900	22.484
10000	22.4936
10100	22.5027
10200	22.5113
10300	22.5195
10400	22.5272
10500	22.5346
10600	22.5417
10700	22.5483
10800	22.5547
10900	22.5607
11000	22.5664
11100	22.5718
11200	22.577
11300	22.5819
11400	22.5865
11500	22.5909
11600	22.5951
11700	22.5991
11800	22.6029
11900	22.6065
12000	22.6099
12100	22.6132
12200	22.6163
12300	22.6192
12400	22.622
12500	22.6246
12600	22.6272
12700	22.6295
12800	22.6318
12900	22.634
13000	22.636
13100	22.638
13200	22.6398
13300	22.6416
13400	22.6432
13500	22.6448
13600	22.6463
13700	22.6477
13800	22.6491
13900	22.6504
14000	22.6516
14100	22.6528
14200	22.6539
14300	22.6549
14400	22.6559
14500	22.6569
14600	22.6578
14700	22.6586
14800	22.6594
14900	22.6602
15000	22.6609
15100	22.6616
15200	22.6623
15300	22.6629
15400	22.6635
15500	22.6641
15600	22.6646
15700	22.6651
15800	22.6656
15900	22.6661
16000	22.6665
16100	22.6669
16200	22.6673
16300	22.6677
16400	22.6681
16500	22.6684
16600	22.6687
16700	22.669
16800	22.6693
16900	22.6696
17000	22.6699
17100	22.6701
17200	22.6703
17300	22.6706
17400	22.6708
17500	22.671
17600	22.6712
17700	22.6714
17800	22.6715
17900	22.6717
18000	22.6719
18100	22.672
18200	22.6722
18300	22.6723
18400	22.6724
18500	22.6725
18600	22.6727
18700	22.6728
18800	22.6729
18900	22.673
19000	22.6731
19100	22.6731
19200	22.6732
19300	22.6733
19400	22.6734
19500	22.6735
19600	22.6735
19700	22.6736
19800	22.6737
19900	22.6737
20000	22.6738
20100	22.6738
20200	22.6739
20300	22.6739
20400	22.674
20500	22.674
20600	22.6741
20700	22.6741
20800	22.6741
20900	22.6742
21000	22.6742
21100	22.6742
21200	22.6743
21300	22.6743
21400	22.6743
21500	22.6743
21600	22.6744
21700	22.6744
21800	22.6744
21900	22.6744
22000	22.6745
22100	22.6745
22200	22.6745
22300	22.6745
22400	22.6745
22500	22.6745
22600	22.6746
22700	22.6746
22800	22.6746
22900	22.6746
23000	22.6746
23100	22.6746
23200	22.6746
23300	22.6746
23400	22.6747
23500	22.6747
23600	22.6747
23700	22.6747
23800	22.6747
23900	22.6747
24000	22.6747
24100	22.6747
24200	22.6747
24300	22.6747
24400	22.6747
24500	22.6747
24600	22.6747
24700	22.6747
24800	22.6747
24900	22.6748
25000	22.6748
25100	22.6748
25200	22.6748
25300	22.6748
25400	22.6748
25500	22.6748
25600	22.6748
25700	22.6748
25800	22.6748
25900	22.6748
26000	22.6748
26100	22.6748
26200	22.6748
26300	22.6748
26400	22.6748
26500	22.6748
26600	22.6748
26700	22.6748
26800	22.6748
26900	22.6748
27000	22.6748
27100	22.6748
27200	22.6748
27300	22.6748
27400	22.6748
27500	22.6748
27600	22.6748
27700	22.6748
27800	22.6748
27900	22.6748
28000	22.6748
28100	22.6748
28200	22.6748
28300	22.6748
28400	22.6748
28500	22.6748
28600	22.6748
28700	22.6748
28800	22.6748
28900	22.6748
29000	22.6748
29100	22.6748
29200	22.6748
29300	22.6748
29400	22.6748
29500	22.6748
29600	22.6748
29700	22.6748
29800	22.6748
29900	22.6748
30000	22.6748
30100	22.6748
30200	22.6748
30300	22.6748
30400	22.6748
30500	22.6748
30600	22.6748
30700	22.6748
30800	22.6748
30900	22.6748
31000	22.6748
31100	22.6748
31200	22.6748
31300	22.6748
31400	22.6748
31500	22.6748
31600	22.6748
31700	22.6748
31800	22.6748
31900	22.6748
32000	22.6748
32100	22.6748
32200	22.6748
32300	22.6748
32400	22.6748
32500	22.6748
32600	22.6748
32700	22.6748
32800	22.6748
32900	22.6748
33000	22.6748
33100	22.6748
33200	22.6748
33300	22.6748
33400	22.6748
33500	22.6748
33600	22.6748
33700	22.6748
33800	22.6748
33900	22.6748
34000	22.6748
34100	22.6748
34200	22.6748
34300	22.6748
34400	22.6748
34500	22.6748
34600	22.6748
34700	22.6748
34800	22.6748
34900	22.6748
35000	22.6748
35100	22.6748
35200	22.6748
35300	22.6748
35400	22.6748
35500	22.6748
35600	22.6748
35700	22.6748
35800	22.6748
35900	22.6748
36000	22.6748
36100	22.6748
36200	22.6748
36300	22.6748
36400	22.6748
36500	22.6748
36600	22.6748
36700	22.6748
36800	22.6748
36900	22.6748
37000	22.6748
37100	22.6748
37200	22.6748
37300	22.6748
37400	22.6748
37500	22.6748
37600	22.6748
37700	22.6748
37800	22.6748
37900	22.6748
38000	22.6748
38100	22.6748
38200	22.6748
38300	22.6748
38400	22.6748
38500	22.6748
38600	22.6748
38700	22.6748
38800	22.6748
38900	22.6748
39000	22.6748
39100	22.6748
39200	22.6748
39300	22.6748
39400	22.6748
39500	22.6748
39600	22.6748
39700	22.6748
39800	22.6748
39900	22.6748
40000	22.6748
40100	22.6748
40200	22.6748
40300	22.6748
40400	22.6748
40500	22.6748
40600	22.6748
40700	22.6748
40800	22.6748
40900	22.6748
41000	22.6748
41100	22.6748
41200	22.6748
41300	22.6748
